Docno	QueryNum
clueweb09-en0006-88-40990	7
clueweb09-en0011-26-10499	7
clueweb09-en0007-91-34929	7
clueweb09-en0006-35-17610	7
clueweb09-en0001-28-10429	7
clueweb09-en0000-20-35026	7
clueweb09-en0000-08-09357	7
clueweb09-en0004-17-04340	7
clueweb09-en0000-14-05196	7
clueweb09-en0000-14-05188	7
clueweb09-en0004-45-08375	7
clueweb09-en0000-14-05359	7
clueweb09-en0009-98-34762	7
clueweb09-en0004-69-06093	7
clueweb09-en0000-14-05446	7
clueweb09-en0004-81-07867	7
clueweb09-en0007-91-34932	7
clueweb09-en0007-73-07897	7
clueweb09-en0000-20-35084	7
clueweb09-en0008-57-27844	7
clueweb09-en0008-51-10584	8
clueweb09-en0003-73-30181	8
clueweb09-en0001-54-09151	8
clueweb09-en0006-66-07675	8
clueweb09-en0001-70-18187	8
clueweb09-en0005-78-18425	8
clueweb09-en0005-78-18428	8
clueweb09-en0010-00-12427	8
clueweb09-en0010-02-14106	8
clueweb09-en0005-78-18440	8
clueweb09-en0008-85-04605	8
clueweb09-en0007-84-29964	8
clueweb09-en0005-78-18423	8
clueweb09-en0005-78-18442	8
clueweb09-en0005-78-18434	8
clueweb09-en0006-45-07950	8
clueweb09-en0011-45-01414	8
clueweb09-en0007-90-04382	8
clueweb09-en0005-78-18441	8
clueweb09-en0009-91-09356	8
clueweb09-en0010-79-28239	8
clueweb09-en0004-93-10541	8
clueweb09-en0008-06-19891	8
clueweb09-en0007-34-41262	8
clueweb09-en0007-50-03541	8
clueweb09-en0005-78-12812	8
clueweb09-en0008-83-05365	8
clueweb09-en0010-16-05551	8
clueweb09-en0010-06-33344	8
clueweb09-en0001-70-18191	8
clueweb09-en0011-56-39396	8
clueweb09-en0008-73-34525	8
clueweb09-en0000-13-07620	8
clueweb09-en0005-78-12834	8
clueweb09-en0008-26-17945	8
clueweb09-en0000-30-01025	8
clueweb09-en0003-90-04863	8
clueweb09-en0005-78-12817	8
clueweb09-en0005-78-12829	8
clueweb09-en0005-78-12813	8
clueweb09-en0005-78-12814	8
clueweb09-en0011-08-17318	8
clueweb09-en0004-25-22119	8
clueweb09-en0005-78-12815	8
clueweb09-en0005-78-12816	8
clueweb09-en0005-78-12818	8
clueweb09-en0005-78-12819	8
clueweb09-en0002-28-31654	8
clueweb09-en0010-06-27093	8
clueweb09-en0010-79-28240	8
clueweb09-en0002-88-31769	9
clueweb09-en0001-90-15270	9
clueweb09-en0010-02-02839	9
clueweb09-en0001-90-15271	9
clueweb09-en0008-55-13034	9
clueweb09-en0007-91-33571	9
clueweb09-en0002-55-01957	9
clueweb09-en0008-50-00041	9
clueweb09-en0007-91-33563	9
clueweb09-en0007-91-33232	9
clueweb09-en0011-16-09272	9
clueweb09-en0008-50-00483	9
clueweb09-en0008-45-32374	9
clueweb09-en0008-50-00029	9
clueweb09-en0010-02-02791	9
clueweb09-en0006-34-09226	9
clueweb09-en0006-34-09440	9
clueweb09-en0002-64-06189	9
clueweb09-en0008-50-00045	9
clueweb09-en0004-70-05537	9
clueweb09-en0007-91-33229	9
clueweb09-en0004-70-05532	9
clueweb09-en0006-34-09569	9
clueweb09-en0008-50-00027	9
clueweb09-en0008-45-32372	9
clueweb09-en0008-50-00481	9
clueweb09-en0003-45-23590	9
clueweb09-en0004-19-28182	9
clueweb09-en0003-45-23580	9
clueweb09-en0003-45-23593	9
clueweb09-en0004-16-19828	9
clueweb09-en0003-45-23594	9
clueweb09-en0004-16-19824	9
clueweb09-en0003-45-23584	9
clueweb09-en0003-45-23587	9
clueweb09-en0003-45-23583	9
clueweb09-en0010-78-04082	9
clueweb09-en0003-45-23577	9
clueweb09-en0004-58-33102	9
clueweb09-en0010-02-02797	9
clueweb09-en0000-82-15413	9
clueweb09-en0006-10-19317	9
clueweb09-en0010-02-02796	9
clueweb09-en0008-50-00056	9
clueweb09-en0008-45-32373	9
clueweb09-en0008-45-32375	9
clueweb09-en0006-41-19097	9
clueweb09-en0008-50-00022	9
clueweb09-en0008-11-05161	9
clueweb09-en0006-34-09544	9
clueweb09-en0002-19-29537	10
clueweb09-en0006-26-26632	10
clueweb09-en0002-19-29721	10
clueweb09-en0002-19-29699	10
clueweb09-en0002-19-29594	10
clueweb09-en0002-19-29565	10
clueweb09-en0002-19-29544	10
clueweb09-en0002-19-29696	10
clueweb09-en0002-19-29631	10
clueweb09-en0002-19-29620	10
clueweb09-en0002-19-29723	10
clueweb09-en0002-19-29600	10
clueweb09-en0002-19-29601	10
clueweb09-en0002-19-29630	10
clueweb09-en0002-19-29571	10
clueweb09-en0002-19-29570	10
clueweb09-en0002-19-29700	10
clueweb09-en0002-19-29751	10
clueweb09-en0002-19-29627	10
clueweb09-en0002-19-29628	10
clueweb09-en0002-19-29595	10
clueweb09-en0002-19-29536	10
clueweb09-en0002-19-29538	10
clueweb09-en0007-59-08173	10
clueweb09-en0009-14-23510	10
clueweb09-en0002-19-29651	10
clueweb09-en0002-19-29733	10
clueweb09-en0002-19-29641	10
clueweb09-en0002-19-29670	10
clueweb09-en0002-19-29567	10
clueweb09-en0002-19-29611	10
clueweb09-en0002-19-29639	10
clueweb09-en0002-19-29740	10
clueweb09-en0002-19-29573	10
clueweb09-en0002-19-29531	10
clueweb09-en0007-21-18111	10
clueweb09-en0003-50-15110	10
clueweb09-en0002-19-29736	10
clueweb09-en0003-50-15103	10
clueweb09-en0009-02-04519	10
clueweb09-en0002-19-29738	10
clueweb09-en0002-19-29697	10
clueweb09-en0002-19-29615	10
clueweb09-en0002-19-29746	10
clueweb09-en0002-19-29619	10
clueweb09-en0002-19-29749	10
clueweb09-en0002-19-29568	10
clueweb09-en0002-19-29752	10
clueweb09-en0002-19-29614	10
clueweb09-en0002-19-29591	10
clueweb09-en0008-63-43170	11
clueweb09-en0011-64-17001	11
clueweb09-en0004-60-08305	11
clueweb09-en0004-60-08311	11
clueweb09-en0007-65-07905	11
clueweb09-en0000-00-19303	11
clueweb09-en0008-98-18009	11
clueweb09-en0002-74-01015	11
clueweb09-en0007-97-36030	11
clueweb09-en0004-10-07853	11
clueweb09-en0006-06-15874	11
clueweb09-en0008-98-18008	11
clueweb09-en0007-65-04877	11
clueweb09-en0007-15-04020	11
clueweb09-en0008-98-18016	11
clueweb09-en0008-98-18006	11
clueweb09-en0011-64-16978	11
clueweb09-en0006-06-15857	11
clueweb09-en0011-30-15968	11
clueweb09-en0011-30-15974	11
clueweb09-en0011-64-16981	11
clueweb09-en0011-64-17004	11
clueweb09-en0008-29-41862	11
clueweb09-en0004-53-34463	11
clueweb09-en0008-98-18004	11
clueweb09-en0008-29-41860	11
clueweb09-en0000-41-02422	11
clueweb09-en0007-26-13856	11
clueweb09-en0010-88-20687	11
clueweb09-en0007-26-13855	11
clueweb09-en0008-29-41866	11
clueweb09-en0008-29-41865	11
clueweb09-en0008-93-20579	11
clueweb09-en0008-93-20573	11
clueweb09-en0008-63-43169	11
clueweb09-en0008-29-41864	11
clueweb09-en0008-29-41863	11
clueweb09-en0008-29-41861	11
clueweb09-en0008-29-41859	11
clueweb09-en0008-93-20575	11
clueweb09-en0008-63-43168	11
clueweb09-en0008-93-20578	11
clueweb09-en0008-93-20576	11
clueweb09-en0008-93-20577	11
clueweb09-en0006-06-15886	11
clueweb09-en0006-06-15836	11
clueweb09-en0004-60-08312	11
clueweb09-en0008-82-32988	11
clueweb09-en0004-10-07868	11
clueweb09-en0009-18-08515	11
clueweb09-en0007-39-24587	12
clueweb09-en0004-09-06983	12
clueweb09-en0007-39-23934	12
clueweb09-en0007-39-23516	12
clueweb09-en0007-39-24332	12
clueweb09-en0004-63-33547	12
clueweb09-en0007-39-24611	12
clueweb09-en0007-39-24131	12
clueweb09-en0007-39-24097	12
clueweb09-en0007-39-23959	12
clueweb09-en0007-39-24599	12
clueweb09-en0007-39-24755	12
clueweb09-en0007-39-24726	12
clueweb09-en0007-39-24228	12
clueweb09-en0007-39-24112	12
clueweb09-en0007-39-23848	12
clueweb09-en0007-39-24426	12
clueweb09-en0007-39-22697	12
clueweb09-en0007-39-23662	12
clueweb09-en0007-39-24209	12
clueweb09-en0007-39-24588	12
clueweb09-en0007-39-23418	12
clueweb09-en0007-39-24124	12
clueweb09-en0007-39-23749	12
clueweb09-en0007-39-23711	12
clueweb09-en0007-39-23496	12
clueweb09-en0006-02-23605	12
clueweb09-en0004-09-06992	12
clueweb09-en0007-39-16542	12
clueweb09-en0011-78-02718	12
clueweb09-en0005-27-36928	12
clueweb09-en0011-78-00514	12
clueweb09-en0002-44-25141	12
clueweb09-en0002-44-25142	12
clueweb09-en0002-44-25147	12
clueweb09-en0005-53-38251	12
clueweb09-en0006-33-01013	12
clueweb09-en0009-39-29851	12
clueweb09-en0010-46-23342	12
clueweb09-en0009-89-11550	12
clueweb09-en0009-89-11540	12
clueweb09-en0004-09-06987	12
clueweb09-en0001-25-05147	12
clueweb09-en0009-89-11534	12
clueweb09-en0009-89-11543	12
clueweb09-en0009-89-11542	12
clueweb09-en0004-97-30266	12
clueweb09-en0010-46-23355	12
clueweb09-en0007-39-23443	12
clueweb09-en0007-39-23873	12
clueweb09-en0004-70-19906	13
clueweb09-en0005-00-19206	13
clueweb09-en0005-52-28628	13
clueweb09-en0005-00-19260	13
clueweb09-en0005-00-19246	13
clueweb09-en0005-27-08511	13
clueweb09-en0011-44-15381	13
clueweb09-en0006-84-32968	13
clueweb09-en0010-36-29406	13
clueweb09-en0007-44-04499	13
clueweb09-en0003-22-26108	13
clueweb09-en0006-44-26081	13
clueweb09-en0010-20-19215	13
clueweb09-en0009-25-39818	13
clueweb09-en0009-74-07152	13
clueweb09-en0009-25-39816	13
clueweb09-enwp01-82-10168	13
clueweb09-en0007-78-11169	13
clueweb09-en0007-54-46979	13
clueweb09-en0002-96-35742	13
clueweb09-en0009-85-18449	13
clueweb09-en0006-84-32967	13
clueweb09-en0006-44-26080	13
clueweb09-en0002-28-18674	13
clueweb09-en0005-17-41374	13
clueweb09-en0006-84-32964	13
clueweb09-en0010-61-17700	13
clueweb09-en0002-96-35743	13
clueweb09-en0004-70-19909	13
clueweb09-en0009-46-17400	13
clueweb09-en0010-00-03784	13
clueweb09-en0004-08-05367	13
clueweb09-en0005-20-00378	13
clueweb09-en0009-07-06499	13
clueweb09-en0011-26-23485	13
clueweb09-en0011-26-23486	13
clueweb09-en0008-48-24607	13
clueweb09-en0005-20-00379	13
clueweb09-en0004-70-19908	13
clueweb09-en0006-45-16330	13
clueweb09-enwp01-76-09048	13
clueweb09-en0002-28-18678	13
clueweb09-en0010-61-17704	13
clueweb09-en0003-00-32382	13
clueweb09-en0005-52-28618	13
clueweb09-en0002-96-35735	13
clueweb09-en0006-45-16332	13
clueweb09-en0006-45-16331	13
clueweb09-en0005-52-28644	13
clueweb09-en0002-19-16997	13
clueweb09-en0003-50-22355	14
clueweb09-en0003-50-22321	14
clueweb09-en0001-15-14292	14
clueweb09-en0004-56-07622	14
clueweb09-en0003-50-22302	14
clueweb09-en0007-38-00036	14
clueweb09-en0003-50-22319	14
clueweb09-en0006-36-16790	14
clueweb09-en0003-50-22406	14
clueweb09-en0003-50-22336	14
clueweb09-en0001-96-22034	14
clueweb09-en0003-50-22298	14
clueweb09-en0001-05-08163	14
clueweb09-en0011-57-15216	14
clueweb09-en0006-68-34180	14
clueweb09-en0001-05-08158	14
clueweb09-en0009-25-21967	14
clueweb09-en0003-55-20461	14
clueweb09-en0010-28-25104	14
clueweb09-en0004-92-32648	14
clueweb09-en0003-39-27517	14
clueweb09-en0007-66-09815	14
clueweb09-en0001-05-08185	14
clueweb09-en0005-04-02827	14
clueweb09-en0003-07-21531	14
clueweb09-en0006-87-11283	14
clueweb09-en0000-26-08120	14
clueweb09-en0006-95-16761	14
clueweb09-en0003-50-22263	14
clueweb09-en0003-50-22307	14
clueweb09-en0003-50-22305	14
clueweb09-en0006-36-16748	14
clueweb09-en0003-50-22320	14
clueweb09-en0003-98-23460	14
clueweb09-en0004-68-32592	14
clueweb09-en0003-31-07565	14
clueweb09-en0000-80-08462	14
clueweb09-en0010-28-25029	14
clueweb09-en0001-92-26294	14
clueweb09-en0002-84-05639	14
clueweb09-en0007-69-32226	14
clueweb09-en0008-18-36006	14
clueweb09-en0003-50-22296	14
clueweb09-en0011-77-20986	14
clueweb09-en0000-80-08468	14
clueweb09-en0000-84-02802	14
clueweb09-en0002-90-03483	14
clueweb09-en0001-07-23668	14
clueweb09-en0001-92-26152	14
clueweb09-en0005-99-23979	14
clueweb09-enwp00-67-04642	15
clueweb09-enwp00-19-14837	15
clueweb09-enwp00-68-05253	15
clueweb09-enwp00-22-03755	15
clueweb09-en0003-71-08732	15
clueweb09-en0002-47-02174	15
clueweb09-enwp00-32-03727	15
clueweb09-enwp00-66-04257	15
clueweb09-enwp02-14-04257	15
clueweb09-enwp00-52-09734	15
clueweb09-enwp00-70-04263	15
clueweb09-enwp00-14-15109	15
clueweb09-en0009-88-29604	15
clueweb09-enwp00-37-03821	15
clueweb09-enwp00-39-04175	15
clueweb09-enwp00-65-04636	15
clueweb09-enwp00-38-04076	15
clueweb09-enwp00-22-03754	15
clueweb09-enwp03-01-15403	15
clueweb09-enwp00-77-04277	15
clueweb09-enwp00-72-04560	15
clueweb09-enwp00-23-03592	15
clueweb09-enwp00-35-03830	15
clueweb09-enwp00-72-04556	15
clueweb09-enwp00-61-04550	15
clueweb09-enwp00-09-07645	15
clueweb09-enwp00-73-04555	15
clueweb09-en0005-27-09812	15
clueweb09-enwp01-91-05805	15
clueweb09-enwp00-68-05246	15
clueweb09-enwp02-23-02283	15
clueweb09-enwp00-68-10190	15
clueweb09-enwp00-61-09480	15
clueweb09-enwp00-65-04637	15
clueweb09-enwp00-62-10662	15
clueweb09-enwp00-20-03593	15
clueweb09-enwp00-38-04075	15
clueweb09-enwp00-23-03593	15
clueweb09-enwp00-34-03580	15
clueweb09-en0006-41-03032	15
clueweb09-enwp00-61-04539	15
clueweb09-enwp00-70-04273	15
clueweb09-enwp00-68-05245	15
clueweb09-enwp00-75-04328	15
clueweb09-enwp00-78-03944	15
clueweb09-enwp00-67-04725	15
clueweb09-enwp01-97-04279	15
clueweb09-enwp01-97-04287	15
clueweb09-enwp00-72-04566	15
clueweb09-enwp03-32-00832	15
clueweb09-en0005-12-09556	16
clueweb09-en0007-23-10968	16
clueweb09-en0005-88-21556	16
clueweb09-en0006-06-12405	16
clueweb09-en0006-06-12413	16
clueweb09-en0008-18-12526	16
clueweb09-en0011-21-36357	16
clueweb09-en0011-21-36324	16
clueweb09-en0000-63-25474	16
clueweb09-en0005-21-21915	16
clueweb09-en0009-29-18618	16
clueweb09-en0007-74-31340	16
clueweb09-en0005-21-21916	16
clueweb09-en0005-88-21821	16
clueweb09-en0000-56-02893	16
clueweb09-en0005-88-21583	16
clueweb09-en0006-87-36668	16
clueweb09-enwp00-12-21245	16
clueweb09-en0006-06-12365	16
clueweb09-en0000-52-11107	16
clueweb09-en0006-54-30247	16
clueweb09-en0005-88-21573	16
clueweb09-en0006-02-39086	16
clueweb09-en0009-29-18606	16
clueweb09-en0005-88-21832	16
clueweb09-en0005-88-21585	16
clueweb09-en0002-82-24216	16
clueweb09-en0003-27-19897	16
clueweb09-en0001-43-24755	16
clueweb09-en0006-06-12452	16
clueweb09-en0004-03-11191	16
clueweb09-en0005-88-21742	16
clueweb09-en0004-00-30793	16
clueweb09-en0011-10-02447	16
clueweb09-en0003-90-33940	16
clueweb09-en0008-83-28382	16
clueweb09-en0005-88-21756	16
clueweb09-en0005-88-21940	16
clueweb09-en0000-52-11117	16
clueweb09-en0005-21-21911	16
clueweb09-en0005-88-21814	16
clueweb09-en0011-06-26561	16
clueweb09-en0005-21-21918	16
clueweb09-en0006-06-12407	16
clueweb09-en0002-00-22675	16
clueweb09-en0008-83-28397	16
clueweb09-en0000-90-03134	16
clueweb09-en0006-06-12409	16
clueweb09-en0005-33-28398	16
clueweb09-en0005-88-21806	16
clueweb09-en0007-86-05932	17
clueweb09-en0010-21-41637	17
clueweb09-en0010-35-03887	17
clueweb09-en0007-86-05927	17
clueweb09-en0007-86-05874	17
clueweb09-en0007-86-05878	17
clueweb09-en0005-21-22570	17
clueweb09-en0011-72-05183	17
clueweb09-en0007-86-05894	17
clueweb09-en0011-97-00471	17
clueweb09-en0011-72-05148	17
clueweb09-en0007-86-05871	17
clueweb09-en0003-35-30474	17
